Wales  UK,155,Bridgend,17/06/2018,17/06/2018 18:13:21,17/06/2018 19:52:12,5931,17/06/2018 18:50:07,17/06/2018 19:16:47,17/06/2018 19:23:12,17/06/2018 19:27:46,274,17/06/2018 19:28:44,17/06/2018 19:31:57,193,D2.4.50
England  UK,156,Havant,17/06/2018,17/06/2018 15:18:31,17/06/2018 16:56:54,5903,17/06/2018 15:39:37,17/06/2018 16:04:21,17/06/2018 16:09:06,17/06/2018 16:13:25,259,17/06/2018 16:13:56,17/06/2018 16:16:35,159,D2.4.50
England  UK,157,Warrington,17/06/2018,17/06/2018 16:17:31,17/06/2018 18:49:35,9124,17/06/2018 17:01:51,17/06/2018 17:35:13,17/06/2018 17:44:38,17/06/2018 17:49:04,266,17/06/2018 17:49:18,17/06/2018 17:52:04,166,D2.4.50
Wales  UK,158,Pontypridd,17/06/2018,17/06/2018 15:27:40,17/06/2018 16:31:51,3851,17/06/2018 15:57:44,17/06/2018 16:15:07,17/06/2018 16:19:53,17/06/2018 16:23:36,223,17/06/2018 16:24:21,17/06/2018 16:26:58,157,D2.4.50
England  UK,159,Blackpool,17/06/2018,17/06/2018 16:22:36,0,0,17/06/2018 16:59:02,0,17/06/2018 17:04:07,17/06/2018 17:08:26,259,0,0,0,D2.4.50
Scotland  UK,161,Falkirk,17/06/2018,17/06/2018 16:19:24,17/06/2018 18:27:14,7670,17/06/2018 16:40:22,17/06/2018 17:10:25,17/06/2018 17:17:31,17/06/2018 17:21:54,263,17/06/2018 17:23:06,17/06/2018 17:26:03,177,D2.4.50
England  UK,163,Chester,17/06/2018,17/06/2018 17:16:56,17/06/2018 19:49:58,9182,17/06/2018 17:39:02,17/06/2018 18:07:44,17/06/2018 18:15:49,17/06/2018 18:20:11,262,17/06/2018 18:21:12,17/06/2018 18:24:16,184,D2.4.50
England  UK,164,Bradford Darley,17/06/2018,17/06/2018 16:19:29,17/06/2018 17:54:01,5672,17/06/2018 16:41:35,17/06/2018 17:03:57,17/06/2018 17:11:12,17/06/2018 17:15:46,274,0,0,0,D2.4.50
Wales  UK,165,Llanelli,17/06/2018,0,0,0,0,0,0,0,0,0,0,0,D2.4.50
Scotland  UK,166,Dundee,17/06/2018,17/06/2018 17:42:51,17/06/2018 20:46:36,11025,17/06/2018 18:21:06,17/06/2018 18:49:47,17/06/2018 18:57:33,17/06/2018 19:02:31,298,17/06/2018 19:04:25,17/06/2018 19:07:28,183,D2.4.50
Wales  UK,167,Blackwood,17/06/2018,17/06/2018 16:12:23,17/06/2018 17:48:34,5771,17/06/2018 16:44:33,17/06/2018 17:13:48,17/06/2018 17:18:13,17/06/2018 17:22:48,275,17/06/2018 17:23:27,17/06/2018 17:26:08,161,D2.4.50
England  UK,168,High Wycombe,17/06/2018,17/06/2018 17:18:20,17/06/2018 19:27:38,7758,17/06/2018 17:40:39,17/06/2018 18:14:41,17/06/2018 18:21:16,17/06/2018 18:25:56,280,17/06/2018 18:27:09,17/06/2018 18:30:18,189,D2.4.50
Wales  UK,169,Wrexham,17/06/2018,17/06/2018 20:38:45,0,0,17/06/2018 21:00:45,0,17/06/2018 21:06:30,17/06/2018 21:10:59,269,0,0,0,D2.4.50
Wales  UK,170,Ebbw Vale,17/06/2018,17/06/2018 16:16:25,17/06/2018 18:32:03,8138,17/06/2018 16:37:17,17/06/2018 17:41:26,17/06/2018 17:52:11,17/06/2018 18:00:16,485,17/06/2018 18:01:06,17/06/2018 18:10:31,565,D2.4.50
England  UK,171,Fareham,17/06/2018,17/06/2018 16:14:14,17/06/2018 17:30:38,4584,17/06/2018 16:36:23,17/06/2018 16:58:05,17/06/2018 17:01:50,17/06/2018 17:04:23,153,0,0,0,D2.4.50
England  UK,172,Coventry,17/06/2018,0,0,0,0,0,0,0,0,0,0,0,D2.4.50
England  UK,173,Huddersfield,17/06/2018,17/06/2018 17:46:51,17/06/2018 19:28:14,6083,17/06/2018 18:27:24,17/06/2018 19:04:15,17/06/2018 19:12:10,17/06/2018 19:16:49,279,17/06/2018 19:19:22,17/06/2018 19:22:21,179,D2.4.50
England  UK,174,Scunthorpe,17/06/2018,17/06/2018 16:36:12,17/06/2018 19:36:42,10830,17/06/2018 17:34:02,17/06/2018 18:00:47,17/06/2018 18:07:03,17/06/2018 18:11:26,263,17/06/2018 18:12:31,17/06/2018 18:15:25,174,D2.4.50
England  UK,176,Birmingham Central,17/06/2018,17/06/2018 17:14:46,17/06/2018 20:08:24,10418,17/06/2018 17:39:16,17/06/2018 18:42:14,17/06/2018 18:59:09,17/06/2018 19:04:03,294,17/06/2018 19:08:13,17/06/2018 19:11:44,211,D2.4.50
England  UK,177,Newcastle,17/06/2018,17/06/2018 17:19:14,17/06/2018 19:41:53,8559,17/06/2018 18:13:10,17/06/2018 19:19:22,17/06/2018 19:26:38,17/06/2018 19:31:01,263,17/06/2018 19:32:27,17/06/2018 19:35:11,164,D2.4.50
England  UK,178,Harrogate,17/06/2018,0,0,0,0,0,0,0,0,0,0,0,D2.4.50
England  UK,179,Scarborough,17/06/2018,17/06/2018 16:10:42,0,0,17/06/2018 16:32:48,0,17/06/2018 16:37:43,17/06/2018 16:42:12,269,0,0,0,D2.4.50
England  UK,180,Manchester,17/06/2018,17/06/2018 18:04:32,17/06/2018 21:12:44,11292,17/06/2018 18:46:18,17/06/2018 19:48:54,17/06/2018 20:01:49,17/06/2018 20:06:55,306,17/06/2018 20:07:13,17/06/2018 20:10:35,202,D2.4.50
England  UK,181,Bury,17/06/2018,17/06/2018 17:04:51,17/06/2018 19:08:18,7407,17/06/2018 17:29:22,17/06/2018 18:08:49,17/06/2018 18:17:44,17/06/2018 18:22:14,270,17/06/2018 18:24:06,17/06/2018 18:27:04,178,D2.4.50
England  UK,182,Chatham,17/06/2018,17/06/2018 16:12:15,17/06/2018 18:26:26,8051,17/06/2018 16:56:14,17/06/2018 17:33:38,17/06/2018 17:40:33,17/06/2018 17:44:58,265,17/06/2018 17:45:12,17/06/2018 17:47:50,158,D2.4.50
England  UK,183,Maidstone,17/06/2018,17/06/2018 16:38:07,17/06/2018 18:55:39,8252,17/06/2018 17:22:13,17/06/2018 18:03:24,17/06/2018 18:14:20,17/06/2018 18:19:00,280,17/06/2018 18:19:20,17/06/2018 18:22:23,183,D2.4.50
England  UK,184,Newton Abbot,17/06/2018,17/06/2018 17:40:50,17/06/2018 19:09:42,5332,17/06/2018 18:16:34,17/06/2018 18:35:09,17/06/2018 18:40:14,17/06/2018 18:44:59,285,17/06/2018 18:45:13,17/06/2018 18:48:11,178,D2.4.50
Northern Ireland  UK,185,Belfast,17/06/2018,17/06/2018 18:27:05,17/06/2018 20:46:55,8390,17/06/2018 19:04:53,17/06/2018 19:41:33,17/06/2018 19:49:38,17/06/2018 19:54:17,279,17/06/2018 19:56:06,17/06/2018 19:59:29,203,D2.4.50
England  UK,186,Birkenhead,17/06/2018,17/06/2018 16:10:43,0,0,17/06/2018 16:32:40,0,17/06/2018 16:39:15,17/06/2018 16:43:35,260,0,0,0,D2.4.50
England  UK,187,Castleford,17/06/2018,17/06/2018 16:03:47,17/06/2018 16:57:19,3212,17/06/2018 16:24:39,17/06/2018 16:40:42,17/06/2018 16:45:07,17/06/2018 16:49:06,239,17/06/2018 16:49:26,17/06/2018 16:51:58,152,D2.4.50
Scotland  UK,188,Irvine,17/06/2018,17/06/2018 17:14:45,17/06/2018 19:45:12,9027,17/06/2018 17:56:52,17/06/2018 18:25:00,17/06/2018 18:30:06,17/06/2018 18:34:56,290,17/06/2018 18:35:04,17/06/2018 18:37:53,169,D2.4.50
England  UK,189,Andover,17/06/2018,17/06/2018 16:21:28,0,0,17/06/2018 17:01:09,0,17/06/2018 17:07:15,17/06/2018 17:10:53,218,0,0,0,D2.4.50
Scotland  UK,190,Greenock,17/06/2018,17/06/2018 16:07:50,17/06/2018 17:30:19,4949,17/06/2018 16:39:45,17/06/2018 16:59:41,17/06/2018 17:03:26,17/06/2018 17:08:05,279,17/06/2018 17:08:33,17/06/2018 17:11:28,175,D2.4.50
Scotland  UK,191,Paisley,17/06/2018,17/06/2018 16:12:10,17/06/2018 17:36:53,5083,17/06/2018 16:48:00,17/06/2018 17:06:27,17/06/2018 17:11:02,17/06/2018 17:15:32,270,17/06/2018 17:15:39,17/06/2018 17:18:22,163,D2.4.50
England  UK,192,Wolverhampton,17/06/2018,17/06/2018 17:20:38,17/06/2018 19:13:41,6783,17/06/2018 18:05:37,17/06/2018 18:46:48,17/06/2018 18:55:04,17/06/2018 18:59:59,295,17/06/2018 19:01:36,17/06/2018 19:04:28,172,D2.4.50
England  UK,193,Leigh,17/06/2018,17/06/2018 17:02:17,17/06/2018 18:27:32,5115,17/06/2018 17:41:26,17/06/2018 18:08:09,17/06/2018 18:13:15,17/06/2018 18:17:48,273,17/06/2018 18:18:04,17/06/2018 18:20:57,173,D2.4.50
England  UK,194,Yate,17/06/2018,17/06/2018 16:14:58,0,0,17/06/2018 16:35:54,0,17/06/2018 16:39:49,17/06/2018 16:44:13,264,0,0,0,D2.4.50
England  UK,195,Camberley,17/06/2018,17/06/2018 16:37:15,17/06/2018 18:35:35,7100,17/06/2018 17:20:52,17/06/2018 17:47:27,17/06/2018 17:52:23,17/06/2018 17:56:51,268,17/06/2018 17:57:04,17/06/2018 17:59:51,167,D2.4.50
England  UK,196,Northampton,17/06/2018,17/06/2018 16:17:01,17/06/2018 18:25:30,7709,17/06/2018 16:39:56,17/06/2018 17:18:41,17/06/2018 17:26:07,17/06/2018 17:30:40,273,17/06/2018 17:32:01,17/06/2018 17:34:42,161,D2.4.50
England  UK,197,Worthing,17/06/2018,17/06/2018 17:03:45,17/06/2018 19:26:07,8542,17/06/2018 17:49:44,17/06/2018 18:30:29,17/06/2018 18:38:04,17/06/2018 18:42:38,274,17/06/2018 18:44:04,17/06/2018 18:46:38,154,D2.4.50
England  UK,198,Mansfield,17/06/2018,17/06/2018 17:48:27,17/06/2018 20:01:29,7982,17/06/2018 18:25:13,17/06/2018 18:57:36,17/06/2018 19:03:21,17/06/2018 19:07:05,224,17/06/2018 19:08:06,17/06/2018 19:10:55,169,D2.4.50
England  UK,199,Stevenage,17/06/2018,17/06/2018 17:44:32,17/06/2018 20:01:11,8199,17/06/2018 18:06:28,17/06/2018 19:15:13,17/06/2018 19:34:10,17/06/2018 19:42:50,520,0,0,0,D2.4.50
England  UK,200,Crewe,17/06/2018,17/06/2018 16:13:21,17/06/2018 17:14:30,3669,17/06/2018 16:35:18,17/06/2018 16:57:34,17/06/2018 17:02:19,17/06/2018 17:06:33,254,17/06/2018 17:06:44,17/06/2018 17:09:10,146,D2.4.50
Wales  UK,201,Bangor,17/06/2018,0,0,0,0,0,0,0,0,0,0,0,D2.4.50
England  UK,202,Bognor Regis,17/06/2018,17/06/2018 17:11:03,17/06/2018 18:42:58,5515,17/06/2018 17:46:09,17/06/2018 18:11:18,17/06/2018 18:15:34,17/06/2018 18:20:07,273,17/06/2018 18:20:41,17/06/2018 18:23:26,165,D2.4.50
England  UK,203,Sale,17/06/2018,17/06/2018 16:35:08,0,0,17/06/2018 17:09:59,0,17/06/2018 17:14:34,17/06/2018 17:19:08,274,0,0,0,D2.4.50
Wales  UK,204,Neath,17/06/2018,17/06/2018 16:20:31,17/06/2018 18:31:55,7884,17/06/2018 16:41:08,17/06/2018 18:06:44,17/06/2018 18:15:20,17/06/2018 18:20:14,294,17/06/2018 18:20:59,17/06/2018 18:24:22,203,D2.4.50
England  UK,209,Altrincham,17/06/2018,17/06/2018 17:33:41,17/06/2018 18:52:35,4734,17/06/2018 18:07:15,17/06/2018 18:32:54,17/06/2018 18:38:09,17/06/2018 18:42:28,259,17/06/2018 18:43:19,17/06/2018 18:46:28,189,D2.4.50
England  UK,210,Rotherham,17/06/2018,17/06/2018 16:05:09,17/06/2018 17:24:59,4790,17/06/2018 16:45:27,17/06/2018 17:05:35,17/06/2018 17:11:31,17/06/2018 17:15:24,233,17/06/2018 17:15:37,17/06/2018 17:18:49,192,D2.4.50
England  UK,213,Burton0On0Trent,17/06/2018,17/06/2018 16:29:23,17/06/2018 18:10:05,6042,17/06/2018 16:51:30,17/06/2018 17:26:19,17/06/2018 17:34:25,17/06/2018 17:39:35,310,17/06/2018 17:40:47,17/06/2018 17:44:07,200,D2.4.50
England  UK,214,Liverpool,17/06/2018,17/06/2018 17:19:49,0,0,17/06/2018 18:05:05,0,17/06/2018 18:10:21,17/06/2018 18:15:25,304,0,0,0,D2.4.50
England  UK,215,South Shields,17/06/2018,17/06/2018 16:12:27,17/06/2018 17:54:09,6102,17/06/2018 16:48:48,17/06/2018 17:10:41,17/06/2018 17:15:56,17/06/2018 17:20:25,269,17/06/2018 17:21:36,17/06/2018 17:24:25,169,D2.4.50
England  UK,216,Christchurch,17/06/2018,0,0,0,0,0,0,0,0,0,0,0,D2.4.50
England  UK,217,Worksop,17/06/2018,0,0,0,0,0,18/06/2018 09:06:18,18/06/2018 09:08:47,149,0,0,0,D2.4.50
England  UK,218,Carlisle,17/06/2018,17/06/2018 16:53:18,17/06/2018 18:24:51,5493,17/06/2018 17:38:38,17/06/2018 18:04:38,17/06/2018 18:11:23,17/06/2018 18:15:48,265,17/06/2018 18:16:59,17/06/2018 18:19:54,175,D2.4.50
England  UK,219,Loughborough,17/06/2018,17/06/2018 16:25:04,17/06/2018 18:20:02,6898,17/06/2018 17:00:59,17/06/2018 17:25:03,17/06/2018 17:29:38,17/06/2018 17:34:13,275,17/06/2018 17:35:03,17/06/2018 17:37:41,158,D2.4.50
England  UK,220,Long Eaton,17/06/2018,17/06/2018 16:13:01,17/06/2018 17:56:45,6224,17/06/2018 16:57:51,17/06/2018 17:19:57,17/06/2018 17:25:12,17/06/2018 17:29:31,259,17/06/2018 17:30:10,17/06/2018 17:33:01,171,D2.4.50
England  UK,221,Hyde,17/06/2018,17/06/2018 16:04:27,17/06/2018 17:19:51,4524,17/06/2018 16:39:21,17/06/2018 17:00:15,17/06/2018 17:04:01,17/06/2018 17:08:25,264,17/06/2018 17:08:36,17/06/2018 17:11:12,156,D2.4.50
England  UK,222,Corby,17/06/2018,17/06/2018 16:38:30,17/06/2018 17:42:22,3832,17/06/2018 17:06:43,17/06/2018 17:27:24,17/06/2018 17:31:39,17/06/2018 17:36:13,274,0,0,0,D2.4.50
England  UK,224,Accrington,17/06/2018,17/06/2018 16:08:58,17/06/2018 17:42:43,5625,17/06/2018 16:45:04,17/06/2018 17:08:26,17/06/2018 17:13:01,0,0,17/06/2018 17:15:12,17/06/2018 17:17:47,155,D2.4.50
Northern Ireland  UK,225,Lisburn,17/06/2018,17/06/2018 17:10:44,17/06/2018 18:21:03,4219,17/06/2018 17:31:38,17/06/2018 17:47:47,17/06/2018 17:50:42,17/06/2018 17:54:51,249,17/06/2018 17:54:57,17/06/2018 17:57:27,150,D2.4.50
Wales  UK,226,Merthyr Tydfil,17/06/2018,0,0,0,0,0,0,0,0,0,0,0,D2.4.50
England  UK,227,Bracknell,17/06/2018,17/06/2018 16:31:58,17/06/2018 20:12:34,13236,17/06/2018 16:53:38,17/06/2018 18:06:48,17/06/2018 18:18:24,17/06/2018 18:24:59,395,17/06/2018 18:25:28,17/06/2018 18:33:20,472,D2.4.50
England  UK,228,Keighley,17/06/2018,17/06/2018 16:21:44,0,0,17/06/2018 16:57:46,0,17/06/2018 17:03:02,17/06/2018 17:07:20,258,0,0,0,D2.4.50
England  UK,230,Trowbridge,17/06/2018,17/06/2018 16:09:23,17/06/2018 18:14:22,7499,17/06/2018 16:43:26,17/06/2018 17:15:47,17/06/2018 17:21:02,17/06/2018 17:25:32,270,17/06/2018 17:26:12,17/06/2018 17:29:08,176,D2.4.50
Wales  UK,231,Cardiff,17/06/2018,17/06/2018 17:39:01,0,0,17/06/2018 18:03:19,0,17/06/2018 18:15:05,17/06/2018 18:19:28,263,0,0,0,D2.4.50
England  UK,232,Kings Lynn,17/06/2018,17/06/2018 16:08:52,0,0,17/06/2018 16:41:01,0,17/06/2018 17:07:20,17/06/2018 17:10:59,219,0,0,0,D2.4.50
Scotland  UK,234,Hamilton,17/06/2018,17/06/2018 17:12:23,0,0,17/06/2018 17:47:36,0,17/06/2018 17:51:11,17/06/2018 17:55:40,269,0,0,0,D2.4.50
England  UK,235,Oldham,17/06/2018,17/06/2018 16:57:46,17/06/2018 18:56:41,7135,17/06/2018 17:40:33,17/06/2018 18:16:44,17/06/2018 18:26:20,17/06/2018 18:30:59,279,17/06/2018 18:32:24,17/06/2018 18:35:54,210,D2.4.50
England  UK,236,Runcorn,17/06/2018,17/06/2018 16:14:58,17/06/2018 17:42:59,5281,17/06/2018 16:52:20,17/06/2018 17:18:08,17/06/2018 17:24:43,17/06/2018 17:29:22,279,17/06/2018 17:31:42,17/06/2018 17:35:03,201,D2.4.50
England  UK,237,Doncaster,17/06/2018,17/06/2018 16:28:24,17/06/2018 18:01:49,5605,17/06/2018 16:50:32,17/06/2018 17:30:43,17/06/2018 17:44:49,17/06/2018 17:49:29,280,17/06/2018 17:52:36,17/06/2018 17:55:42,186,D2.4.50
England  UK,238,Abingdon,17/06/2018,17/06/2018 16:13:51,17/06/2018 17:41:32,5261,17/06/2018 16:56:59,17/06/2018 17:08:35,17/06/2018 17:10:41,17/06/2018 17:13:04,143,0,0,0,D2.4.50
England  UK,240,Chorley,17/06/2018,17/06/2018 16:58:04,17/06/2018 18:56:20,7096,17/06/2018 17:38:01,17/06/2018 18:08:59,17/06/2018 18:14:34,17/06/2018 18:19:22,288,17/06/2018 18:20:22,17/06/2018 18:23:38,196,D2.4.50
England  UK,241,Margate,17/06/2018,17/06/2018 16:27:25,17/06/2018 18:33:17,7552,17/06/2018 16:48:03,17/06/2018 17:47:24,17/06/2018 17:59:49,17/06/2018 18:08:30,521,17/06/2018 18:09:14,17/06/2018 18:19:33,619,D2.4.50
England  UK,242,Hanley,17/06/2018,17/06/2018 16:17:32,17/06/2018 17:31:06,4414,17/06/2018 16:50:36,17/06/2018 17:11:42,17/06/2018 17:16:58,17/06/2018 17:21:42,284,17/06/2018 17:22:33,17/06/2018 17:25:19,166,D2.4.50
England  UK,243,Hinckley,17/06/2018,17/06/2018 16:42:24,17/06/2018 18:37:54,6930,17/06/2018 17:04:32,17/06/2018 17:27:39,17/06/2018 17:33:05,17/06/2018 17:37:33,268,17/06/2018 17:38:50,17/06/2018 17:41:34,164,D2.4.50
England  UK,245,Walsall,17/06/2018,17/06/2018 15:20:48,17/06/2018 18:06:14,9926,17/06/2018 16:13:22,17/06/2018 16:42:58,17/06/2018 16:49:13,17/06/2018 16:53:38,265,17/06/2018 16:54:35,17/06/2018 16:57:30,175,D2.4.50
England  UK,246,Lewisham,17/06/2018,17/06/2018 17:35:28,17/06/2018 19:27:59,6751,17/06/2018 18:08:21,17/06/2018 18:42:00,17/06/2018 18:47:15,17/06/2018 18:51:04,229,17/06/2018 18:51:53,17/06/2018 18:55:00,187,D2.4.50
England  UK,247,Gravesend,17/06/2018,17/06/2018 17:26:03,17/06/2018 18:58:36,5553,17/06/2018 18:12:36,17/06/2018 18:37:35,17/06/2018 18:43:31,17/06/2018 18:47:59,268,17/06/2018 18:48:58,17/06/2018 18:51:50,172,D2.4.50
England  UK,248,Telford,17/06/2018,17/06/2018 17:16:32,17/06/2018 19:32:41,8169,17/06/2018 18:00:05,17/06/2018 18:38:19,17/06/2018 18:44:14,17/06/2018 18:48:04,230,17/06/2018 18:48:15,17/06/2018 18:51:14,179,D2.4.50
England  UK,249,Stroud,17/06/2018,17/06/2018 16:01:39,17/06/2018 16:49:38,2879,17/06/2018 16:22:41,17/06/2018 16:28:49,17/06/2018 16:33:34,17/06/2018 16:41:38,484,0,0,0,D2.4.50
England  UK,250,Basildon,17/06/2018,17/06/2018 16:44:23,17/06/2018 18:45:47,7284,17/06/2018 17:17:34,17/06/2018 17:41:00,17/06/2018 17:46:05,17/06/2018 17:50:19,254,17/06/2018 17:50:28,17/06/2018 17:53:04,156,D2.4.50
England  UK,251,Barnsley,17/06/2018,17/06/2018 17:20:23,17/06/2018 19:03:30,6187,17/06/2018 18:07:55,17/06/2018 18:41:33,17/06/2018 18:48:48,17/06/2018 18:53:22,274,17/06/2018 18:54:57,17/06/2018 18:57:57,180,D2.4.50
England  UK,252,Banbury,17/06/2018,17/06/2018 16:19:06,0,0,17/06/2018 16:40:58,0,17/06/2018 16:45:54,17/06/2018 16:50:49,295,0,0,0,D2.4.50
England  UK,253,Retford,17/06/2018,17/06/2018 16:23:13,17/06/2018 18:09:15,6362,17/06/2018 16:44:58,17/06/2018 17:34:27,17/06/2018 17:43:23,17/06/2018 17:49:38,375,17/06/2018 17:50:21,17/06/2018 17:55:58,337,D2.4.50
England  UK,254,Solihull,17/06/2018,17/06/2018 16:09:50,0,0,17/06/2018 16:32:56,0,17/06/2018 16:37:11,17/06/2018 16:40:45,214,0,0,0,D2.4.50
England  UK,255,Kidderminster,17/06/2018,17/06/2018 16:52:43,17/06/2018 21:22:14,16171,17/06/2018 17:17:36,17/06/2018 18:40:01,17/06/2018 18:55:17,17/06/2018 19:04:21,544,17/06/2018 19:05:29,17/06/2018 19:13:10,461,D2.4.50
England  UK,256,Falmouth,17/06/2018,17/06/2018 16:41:22,17/06/2018 18:21:06,5984,17/06/2018 17:16:29,17/06/2018 17:37:54,17/06/2018 17:41:59,17/06/2018 17:46:15,256,17/06/2018 17:46:39,17/06/2018 17:49:26,167,D2.4.50
England  UK,257,Hartlepool,17/06/2018,17/06/2018 16:11:16,0,0,17/06/2018 16:46:06,0,17/06/2018 16:52:02,17/06/2018 16:56:26,264,0,0,0,D2.4.50
England  UK,258,Kendal,17/06/2018,17/06/2018 17:07:53,17/06/2018 18:37:43,5390,17/06/2018 17:42:02,17/06/2018 17:58:37,17/06/2018 18:03:12,17/06/2018 18:07:46,274,17/06/2018 18:08:29,17/06/2018 18:11:27,178,D2.4.50
England  UK,259,Great Yarmouth,17/06/2018,17/06/2018 16:40:58,17/06/2018 18:19:32,5914,17/06/2018 17:03:07,17/06/2018 17:26:48,17/06/2018 17:33:24,17/06/2018 17:38:04,280,17/06/2018 17:38:54,17/06/2018 17:41:42,168,D2.4.50
England  UK,260,Horsham,17/06/2018,17/06/2018 16:39:58,0,0,17/06/2018 17:27:38,0,17/06/2018 17:32:24,17/06/2018 17:36:33,249,0,0,0,D2.4.50
Scotland  UK,261,Stirling,17/06/2018,17/06/2018 17:16:58,17/06/2018 18:43:43,5205,17/06/2018 17:39:12,17/06/2018 18:06:36,17/06/2018 18:11:31,17/06/2018 18:16:25,294,17/06/2018 18:17:33,17/06/2018 18:20:35,182,D2.4.50
England  UK,263,Lancaster,17/06/2018,17/06/2018 16:44:08,0,0,17/06/2018 17:25:58,0,17/06/2018 17:30:53,17/06/2018 17:35:36,283,0,0,0,D2.4.50
England  UK,264,Bournemouth,17/06/2018,17/06/2018 16:57:33,17/06/2018 18:20:35,4982,17/06/2018 17:30:07,17/06/2018 17:59:11,17/06/2018 18:03:36,17/06/2018 18:08:01,265,17/06/2018 18:08:33,17/06/2018 18:11:10,157,D2.4.50
Scotland  UK,265,East Kilbride,17/06/2018,17/06/2018 18:13:56,17/06/2018 19:59:13,6317,17/06/2018 18:35:50,17/06/2018 18:54:58,17/06/2018 18:59:34,17/06/2018 19:03:57,263,17/06/2018 19:04:34,17/06/2018 19:07:19,165,D2.4.50
England  UK,266,Burnley,17/06/2018,17/06/2018 16:18:38,17/06/2018 17:18:22,3584,17/06/2018 16:40:42,17/06/2018 16:57:13,17/06/2018 17:03:08,17/06/2018 17:07:42,274,17/06/2018 17:09:17,17/06/2018 17:12:01,164,D2.4.50
Wales  UK,267,Caerphilly,17/06/2018,17/06/2018 15:30:03,17/06/2018 17:02:17,5534,17/06/2018 16:20:10,17/06/2018 16:38:02,17/06/2018 16:42:27,17/06/2018 16:46:52,265,17/06/2018 16:47:29,17/06/2018 16:50:03,154,D2.4.50
England  UK,268,Grantham,17/06/2018,17/06/2018 16:12:20,0,0,17/06/2018 16:33:17,0,17/06/2018 16:38:52,17/06/2018 16:43:21,269,0,0,0,D2.4.50
England  UK,269,Wimbledon,17/06/2018,17/06/2018 17:28:03,17/06/2018 19:03:38,5735,17/06/2018 17:59:34,17/06/2018 18:20:07,17/06/2018 18:24:12,17/06/2018 18:27:53,221,17/06/2018 18:28:30,17/06/2018 18:31:37,187,D2.4.50
England  UK,270,Walthamstow,17/06/2018,17/06/2018 17:16:34,0,0,0,0,0,0,0,0,0,0,D2.4.50
England  UK,271,Ilford,17/06/2018,17/06/2018 17:17:26,0,0,17/06/2018 17:57:19,0,17/06/2018 18:02:44,17/06/2018 18:06:30,226,0,0,0,D2.4.50
England  UK,272,Eltham,17/06/2018,17/06/2018 17:39:24,0,0,17/06/2018 18:23:22,0,17/06/2018 18:27:47,17/06/2018 18:32:11,264,0,0,0,D2.4.50
England  UK,273,Streatham,17/06/2018,17/06/2018 17:11:34,17/06/2018 18:21:47,4213,17/06/2018 17:32:30,17/06/2018 17:49:36,17/06/2018 17:52:01,17/06/2018 17:54:29,148,0,0,0,D2.4.50
England  UK,274,Barrow0In0Furness,17/06/2018,17/06/2018 16:23:50,17/06/2018 17:53:17,5367,17/06/2018 16:53:49,17/06/2018 17:15:36,17/06/2018 17:20:12,17/06/2018 17:24:30,258,17/06/2018 17:25:07,17/06/2018 17:27:55,168,D2.4.50
Wales  UK,275,Monmouth,17/06/2018,17/06/2018 16:21:05,17/06/2018 17:04:37,2612,17/06/2018 16:42:09,17/06/2018 16:49:32,17/06/2018 16:50:37,17/06/2018 16:53:01,144,0,0,0,D2.4.50
Northern Ireland  UK,276,Connswater,17/06/2018,0,0,0,0,0,0,0,0,0,0,0,D2.4.50
England  UK,277,Newark,17/06/2018,17/06/2018 16:04:02,17/06/2018 17:30:45,5203,17/06/2018 16:37:28,17/06/2018 16:57:22,17/06/2018 17:01:17,17/06/2018 17:05:41,264,17/06/2018 17:05:52,17/06/2018 17:08:38,166,D2.4.50
England  UK,278,Norwich,17/06/2018,17/06/2018 17:18:06,17/06/2018 21:05:51,13665,17/06/2018 17:41:19,17/06/2018 18:45:41,17/06/2018 19:04:36,17/06/2018 19:09:21,285,17/06/2018 19:15:21,17/06/2018 19:18:23,182,D2.4.50
England  UK,279,Harlow,17/06/2018,17/06/2018 17:14:49,17/06/2018 18:53:51,5942,17/06/2018 17:58:38,17/06/2018 18:17:59,17/06/2018 18:22:55,17/06/2018 18:27:33,278,17/06/2018 18:28:05,17/06/2018 18:30:58,173,D2.4.50
England  UK,280,Wood Green,17/06/2018,17/06/2018 17:22:25,17/06/2018 19:25:10,7365,17/06/2018 17:44:25,17/06/2018 18:25:12,17/06/2018 18:31:28,17/06/2018 18:35:54,266,17/06/2018 18:37:02,17/06/2018 18:39:57,175,D2.4.50
England  UK,281,St Albans,17/06/2018,17/06/2018 17:27:46,17/06/2018 19:11:17,6211,17/06/2018 17:49:59,17/06/2018 18:09:34,17/06/2018 18:15:59,17/06/2018 18:20:34,275,17/06/2018 18:21:45,17/06/2018 18:24:49,184,D2.4.50
Scotland  UK,282,Ayr,17/06/2018,17/06/2018 16:15:10,17/06/2018 18:26:53,7903,17/06/2018 16:53:06,17/06/2018 17:19:35,17/06/2018 17:25:31,17/06/2018 17:29:45,254,17/06/2018 17:29:56,17/06/2018 17:32:32,156,D2.4.50
Scotland  UK,283,Lanark,17/06/2018,17/06/2018 16:18:40,0,0,17/06/2018 16:39:33,0,17/06/2018 16:42:59,17/06/2018 16:47:12,253,0,0,0,D2.4.50
Wales  UK,285,Aberdare,17/06/2018,17/06/2018 15:13:25,0,0,17/06/2018 15:34:16,0,17/06/2018 15:37:31,17/06/2018 15:42:02,271,0,0,0,D2.4.50
